-----
Train
3	correct: 0	prediction: 1
the      :	0.08649	0.02038
intimate :	0.82022	0.99507
,        :	0.13772	1.00000
unguarded:	0.66667	0.99974
moments  :	0.48333	0.98937
of       :	0.13062	0.03843
folks    :	0.26316	0.99274
who      :	0.16286	0.44065
live     :	0.06780	0.83122
in       :	0.05937	0.04876
unusual  :	0.57143	0.97678
homes    :	0.77778	0.97308
--       :	0.02941	1.00000

749	correct: 1	prediction: 0
brazil-like:	0.20000	1.00000
,          :	0.13772	1.00000
hyper-real :	0.20000	1.00000
satire     :	0.03704	0.99572

791	correct: 1	prediction: 0
just    :	0.35238	0.66972
because :	0.07763	0.68702
a       :	0.13990	0.06005
walk    :	0.61702	0.97147
to      :	0.01244	0.05945
remember:	0.41379	0.96669

825	correct: 0	prediction: 1
human    :	0.63085	0.87086
nature   :	0.25234	0.92313
is       :	0.04295	0.10337
a        :	0.13990	0.06005
goofball :	0.57143	1.00000
movie    :	0.06203	0.91379
,        :	0.13772	1.00000
in       :	0.05937	0.04876
the      :	0.08649	0.02038
way      :	0.01746	0.74828
that     :	0.06844	0.16101
malkovich:	0.07692	0.99965
was      :	0.33853	0.12639
,        :	0.13772	1.00000
but      :	0.07212	0.35883
it       :	0.02345	0.16996
tries    :	0.66316	0.96569
too      :	0.72031	0.84018
hard     :	0.25543	0.92294

827	correct: 0	prediction: 1
should  :	0.19247	0.48184
be      :	0.04231	0.23108
poignant:	0.76667	0.99914

831	correct: 0	prediction: 1
mug  :	0.50000	0.99902
shots:	0.26761	0.98503

838	correct: 0	prediction: 1
haute:	1.00000	0.99311

889	correct: 1	prediction: 0
a     :	0.13990	0.06005
watch :	0.04762	0.96045
that  :	0.06844	0.16101
makes :	0.28673	0.90224
time  :	0.01396	0.51508
go    :	0.08711	0.82447
faster:	0.16279	0.98458
rather:	0.32000	0.85705
than  :	0.08225	0.60291

903	correct: 0	prediction: 1
the       :	0.08649	0.02038
satire    :	0.03704	0.99572
is        :	0.04295	0.10337
just      :	0.35238	0.66972
too       :	0.72031	0.84018
easy      :	0.17442	0.95953
to        :	0.01244	0.05945
be        :	0.04231	0.23108
genuinely :	0.84416	0.99654
satisfying:	0.69154	0.99683
.         :	0.05715	1.00000

916	correct: 1	prediction: 0
is    :	0.04295	0.10337
this  :	0.00505	0.22046
films :	0.28676	0.76407
reason:	0.69444	0.84197
for   :	0.03808	0.13691
being :	0.03823	0.63524
.     :	0.05715	1.00000

917	correct: 1	prediction: 0
the    :	0.08649	0.02038
old    :	0.23028	0.77571
saying :	0.14286	0.92505
goes   :	0.24752	0.93854
,      :	0.13772	1.00000
because:	0.07763	0.68702
it     :	0.02345	0.16996
's     :	0.06778	1.00000
true   :	0.39896	0.91625

920	correct: 0	prediction: 1
come        :	0.00000	0.88378
close       :	0.14286	0.88420
to          :	0.01244	0.05945
the         :	0.08649	0.02038
level       :	0.04706	0.84681
of          :	0.13062	0.03843
intelligence:	0.26971	0.95887
and         :	0.21466	0.04975
visual      :	0.41587	0.96290
splendor    :	0.61111	0.99916
that        :	0.06844	0.16101
can         :	0.02454	0.49199
be          :	0.04231	0.23108
seen        :	0.01796	0.87456
in          :	0.05937	0.04876
other       :	0.14340	0.45978
films       :	0.28676	0.76407

972	correct: 0	prediction: 1
a       :	0.13990	0.06005
historic:	0.55556	0.87880
scandal :	0.14286	0.98756

1007	correct: 1	prediction: 0
once      :	0.23404	0.85787
folks     :	0.26316	0.99274
started   :	0.45455	0.85763
hanging   :	0.71429	0.98992
out       :	0.15913	0.58416
at        :	0.03431	0.21138
the       :	0.08649	0.02038
barbershop:	0.57895	0.99920
,         :	0.13772	1.00000
they      :	0.10574	0.43075
never     :	0.07122	0.84351
wanted    :	0.68000	0.94249
to        :	0.01244	0.05945
leave     :	0.05263	0.93019
.         :	0.05715	1.00000

1049	correct: 0	prediction: 1
are         :	0.05960	0.27810
credited    :	0.63636	0.97708
with        :	0.26870	0.17286
the         :	0.08649	0.02038
cliché-laden:	1.00000	1.00000
screenplay  :	0.21076	0.98879

1068	correct: 1	prediction: 0
some      :	0.22772	0.54335
writer    :	0.46667	0.89999
dude      :	0.05882	0.99436
,         :	0.13772	1.00000
i         :	0.11411	0.23045
think     :	0.41463	0.76600
his       :	0.16237	0.26085
name      :	0.26027	0.54085
was       :	0.33853	0.12639
,         :	0.13772	1.00000
uh        :	0.14286	0.99612
,         :	0.13772	1.00000
michael   :	0.32174	0.87343
zaidan    :	0.75000	1.00000
,         :	0.13772	1.00000
was       :	0.33853	0.12639
supposed  :	0.65000	0.97169
to        :	0.01244	0.05945
have      :	0.14662	0.36430
like      :	0.25589	0.63710
written   :	0.15924	0.81779
the       :	0.08649	0.02038
screenplay:	0.21076	0.98879
or        :	0.40468	0.27990
something :	0.22619	0.86799
,         :	0.13772	1.00000
but       :	0.07212	0.35883
,         :	0.13772	1.00000
dude      :	0.05882	0.99436

1080	correct: 1	prediction: 0
unlike   :	0.52941	0.96418
so       :	0.15537	0.57003
many     :	0.05245	0.63149
other    :	0.14340	0.45978
hollywood:	0.01000	0.97056
movies   :	0.17889	0.97118
of       :	0.13062	0.03843
its      :	0.08053	0.46063
ilk      :	0.89474	0.99938

1120	correct: 1	prediction: 0
so     :	0.15537	0.57003
skeeved:	0.66667	1.00000
out    :	0.15913	0.58416
that   :	0.06844	0.16101
they   :	0.10574	0.43075
'd     :	0.36000	1.00000
need   :	0.02020	0.82817
a      :	0.13990	0.06005
shower :	0.12500	0.99685

1154	correct: 0	prediction: 1
is        :	0.04295	0.10337
not       :	0.24284	0.26405
first-rate:	0.32394	1.00000

1159	correct: 1	prediction: 0
rises         :	0.05556	0.99122
above         :	0.47445	0.72522
superficiality:	0.68421	0.99991
.             :	0.05715	1.00000

1165	correct: 1	prediction: 0
deemed   :	0.60000	0.98674
important:	0.39496	0.85557
enough   :	0.28668	0.86416
to       :	0.01244	0.05945
make     :	0.17250	0.75309
a        :	0.13990	0.06005
film     :	0.26053	0.64063
in       :	0.05937	0.04876
which    :	0.09501	0.33707
someone  :	0.43529	0.87837
has      :	0.16225	0.35205
to       :	0.01244	0.05945
be       :	0.04231	0.23108
hired    :	0.14286	0.97715
to       :	0.01244	0.05945
portray  :	0.00000	0.99608
richard  :	0.14286	0.89764
dawson   :	0.23077	0.99279

1244	correct: 1	prediction: 0
though          :	0.08949	0.81351
the             :	0.08649	0.02038
film            :	0.26053	0.64063
is              :	0.04295	0.10337
well-intentioned:	0.05882	1.00000
,               :	0.13772	1.00000
one             :	0.14229	0.02457
could           :	0.26047	0.70672
rent            :	0.82857	0.99211
the             :	0.08649	0.02038
original        :	0.18043	0.77988
and             :	0.21466	0.04975
get             :	0.29897	0.79975
the             :	0.08649	0.02038
same            :	0.33051	0.70228
love            :	0.63192	0.85489
story           :	0.15737	0.84619
and             :	0.21466	0.04975
parable         :	0.56522	0.99890
.               :	0.05715	1.00000

1264	correct: 1	prediction: 0
to    :	0.01244	0.05945
watch :	0.04762	0.96045
too   :	0.72031	0.84018
many  :	0.05245	0.63149
barney:	0.63636	0.99406
videos:	0.43750	0.97290

1267	correct: 1	prediction: 0
a     :	0.13990	0.06005
legacy:	0.30000	0.97528

1273	correct: 0	prediction: 1
beyond    :	0.20280	0.94498
redemption:	0.07692	0.99665

1296	correct: 0	prediction: 1
spies:	1.00000	0.99565

1300	correct: 1	prediction: 0
(       :	0.04283	1.00000
allen   :	0.33333	0.96527
)       :	0.02629	1.00000
manages :	0.52657	0.98865
to      :	0.01244	0.05945
breathe :	1.00000	0.99715
life    :	0.47668	0.71488
into    :	0.02740	0.55706
this    :	0.00505	0.22046
somewhat:	0.28090	0.96653
tired   :	0.91111	0.99336
premise :	0.24352	0.99444
.       :	0.05715	1.00000

1302	correct: 1	prediction: 0
went:	0.50000	0.86611
back:	0.18328	0.75047

1305	correct: 1	prediction: 0
a         :	0.13990	0.06005
simplistic:	0.56522	0.99863
narrative :	0.00457	0.98591
and       :	0.21466	0.04975

1313	correct: 0	prediction: 1
least:	0.02256	0.86931

1322	correct: 1	prediction: 0
to      :	0.01244	0.05945
convince:	0.03226	0.99063
almost  :	0.04956	0.89632
everyone:	0.00552	0.95453
that    :	0.06844	0.16101
it      :	0.02345	0.16996
was     :	0.33853	0.12639
put     :	0.10828	0.87955
on      :	0.03257	0.13714
the     :	0.08649	0.02038
screen  :	0.08906	0.95904
,       :	0.13772	1.00000
just    :	0.35238	0.66972
for     :	0.03808	0.13691
them    :	0.02212	0.64295

1349	correct: 0	prediction: 1
b     :	0.51613	0.65165
movies:	0.17889	0.97118

1364	correct: 1	prediction: 0
floating :	0.71429	0.99072
narrative:	0.00457	0.98591

1396	correct: 1	prediction: 0
much  :	0.20973	0.76213
needed:	0.12195	0.92791

1414	correct: 1	prediction: 0
not      :	0.24284	0.26405
constant :	1.00000	0.97282
bloodshed:	1.00000	0.99899

1434	correct: 1	prediction: 0
been  :	0.33247	0.45723
kind  :	0.09535	0.93327
enough:	0.28668	0.86416
to    :	0.01244	0.05945
share :	0.68000	0.95638
it    :	0.02345	0.16996

1448	correct: 0	prediction: 1
helmer:	0.11111	0.99962
hudlin:	1.00000	1.00000
tries :	0.66316	0.96569
to    :	0.01244	0.05945
make  :	0.17250	0.75309
a     :	0.13990	0.06005
hip   :	0.13208	0.97241
comedy:	0.19278	0.94184
,     :	0.13772	1.00000

1489	correct: 1	prediction: 0
no      :	0.60580	0.42036
pastry  :	0.66667	0.99842
is      :	0.04295	0.10337
violated:	0.50000	0.99153

1524	correct: 1	prediction: 0
as      :	0.02241	0.13967
punching:	0.40000	0.99880
bags    :	0.71429	0.99554

1541	correct: 0	prediction: 1
prickly:	0.14286	0.99925
indie  :	0.16418	0.98686
comedy :	0.19278	0.94184

1567	correct: 0	prediction: 1
the    :	0.08649	0.02038
piano  :	0.04000	0.94517
teacher:	0.89744	0.95454
is     :	0.04295	0.10337
not    :	0.24284	0.26405
an     :	0.24268	0.23808
easy   :	0.17442	0.95953
film   :	0.26053	0.64063
.      :	0.05715	1.00000

1590	correct: 1	prediction: 0
commercialism:	0.20000	0.99978
all          :	0.01308	0.44081
in           :	0.05937	0.04876
the          :	0.08649	0.02038
same         :	0.33051	0.70228
movie        :	0.06203	0.91379
...          :	0.03982	1.00000
without      :	0.25437	0.80729
neglecting   :	0.60000	0.99922
character    :	0.11156	0.87430
development  :	0.22449	0.83089
for          :	0.03808	0.13691
even         :	0.06953	0.74062
one          :	0.14229	0.02457
minute       :	1.00000	0.96263

1635	correct: 0	prediction: 1
queasy-stomached:	1.00000	1.00000

1655	correct: 1	prediction: 0
seem            :	0.44073	0.92708
self-consciously:	0.84000	1.00000
poetic          :	0.40625	0.99452
and             :	0.21466	0.04975

1684	correct: 1	prediction: 0
nohe       :	0.42857	1.00000
's         :	0.06778	1.00000
documentary:	0.45511	0.95575
about      :	0.08378	0.50893
the        :	0.08649	0.02038
event      :	0.63158	0.87323
is         :	0.04295	0.10337
sympathetic:	1.00000	0.99516
without    :	0.25437	0.80729
being      :	0.03823	0.63524
gullible   :	0.66667	0.99962

1698	correct: 1	prediction: 0
the    :	0.08649	0.02038
courage:	0.95745	0.99203
to     :	0.01244	0.05945
go     :	0.08711	0.82447
over   :	0.24607	0.59863
the    :	0.08649	0.02038
top    :	0.61194	0.77650
and    :	0.21466	0.04975
movies :	0.17889	0.97118
that   :	0.06844	0.16101
do     :	0.28829	0.53751
n't    :	0.44526	1.00000
care   :	0.31271	0.92542
about  :	0.08378	0.50893
being  :	0.03823	0.63524
stupid :	0.97080	0.99128

1758	correct: 1	prediction: 0
cannibal:	0.00000	0.99895
lust    :	0.00000	0.99782
above   :	0.47445	0.72522
the     :	0.08649	0.02038
ordinary:	0.11111	0.98304

1763	correct: 0	prediction: 1
construct:	0.03704	0.99005
a        :	0.13990	0.06005
story    :	0.15737	0.84619
with     :	0.26870	0.17286
even     :	0.06953	0.74062
a        :	0.13990	0.06005
trace    :	1.00000	0.99017
of       :	0.13062	0.03843
dramatic :	0.07447	0.98332
interest :	0.23656	0.89670

1773	correct: 0	prediction: 1
fans   :	0.37688	0.96150
of     :	0.13062	0.03843
gosford:	0.69231	0.99930
park   :	0.33333	0.79592
have   :	0.14662	0.36430
come   :	0.00000	0.88378
to     :	0.01244	0.05945
assume :	0.81818	0.97197
is     :	0.04295	0.10337
just   :	0.35238	0.66972
another:	0.28401	0.75522
day    :	0.25170	0.73044
of     :	0.13062	0.03843
brit   :	0.33333	0.99759
cinema :	0.45143	0.97235

1777	correct: 1	prediction: 0
you     :	0.12113	0.42225
've     :	0.11515	1.00000
figured :	0.33333	0.99559
out     :	0.15913	0.58416
late    :	0.02222	0.84804
marriage:	0.37500	0.94454

1794	correct: 0	prediction: 1
unfortunately:	0.85000	0.97639
,            :	0.13772	1.00000
that         :	0.06844	0.16101
's           :	0.06778	1.00000
precisely    :	0.44444	0.99046
what         :	0.13821	0.62105
arthur       :	0.50000	0.95142
dong         :	0.36842	0.99147
's           :	0.06778	1.00000
family       :	0.54913	0.70977
fundamentals :	0.50000	0.99833
does         :	0.20317	0.75106
.            :	0.05715	1.00000

1797	correct: 1	prediction: 0
a       :	0.13990	0.06005
wild    :	0.30120	0.95970
comedy  :	0.19278	0.94184
that    :	0.06844	0.16101
could   :	0.26047	0.70672
only    :	0.26167	0.54107
spring  :	0.04348	0.94222
from    :	0.00054	0.20698
the     :	0.08649	0.02038
demented:	0.55556	0.99966
mind    :	0.10127	0.93937

1802	correct: 0	prediction: 1
a          :	0.13990	0.06005
non-mystery:	1.00000	1.00000
mystery    :	0.07407	0.98133
.          :	0.05715	1.00000

1829	correct: 0	prediction: 1
*      :	0.33333	1.00000
corpus :	0.33333	0.99285
and    :	0.21466	0.04975
its    :	0.08053	0.46063
amiable:	0.42857	0.99953
jerking:	0.69231	0.99986

1833	correct: 0	prediction: 1
tear:	0.22449	0.99518
your:	0.01035	0.72396
eyes:	0.71852	0.96370
away:	0.17928	0.87317

1846	correct: 0	prediction: 1
none-too-original:	1.00000	1.00000

1866	correct: 0	prediction: 1
expected:	0.00000	0.95781

1906	correct: 1	prediction: 0
a                :	0.13990	0.06005
little-remembered:	0.50000	1.00000
world            :	0.59453	0.57399

1925	correct: 0	prediction: 1
to     :	0.01244	0.05945
shine  :	0.60000	0.99525
through:	0.21231	0.68400
the    :	0.08649	0.02038
gloomy :	0.71429	0.99931
film   :	0.26053	0.64063
noir   :	0.70370	0.99527
veil   :	0.75000	0.99727

1934	correct: 1	prediction: 0
viewers   :	0.08271	0.97786
do        :	0.28829	0.53751
n't       :	0.44526	1.00000
have      :	0.14662	0.36430
to        :	0.01244	0.05945
worry     :	0.29412	0.99234
about     :	0.08378	0.50893
being     :	0.03823	0.63524
subjected :	0.40000	0.99467
to        :	0.01244	0.05945
farts     :	0.52941	0.99984
,         :	0.13772	1.00000
urine     :	0.64706	0.99663
,         :	0.13772	1.00000
feces     :	0.82857	0.99889
,         :	0.13772	1.00000
semen     :	0.53846	0.99880
,         :	0.13772	1.00000
or        :	0.40468	0.27990
any       :	0.26142	0.62761
of        :	0.13062	0.03843
the       :	0.08649	0.02038
other     :	0.14340	0.45978
foul      :	0.73913	0.99547
substances:	0.57143	0.99406
that      :	0.06844	0.16101
have      :	0.14662	0.36430
overrun   :	0.00000	0.99818
modern-day:	0.27273	1.00000
comedies  :	0.41353	0.99740

1948	correct: 1	prediction: 0
directors:	0.29825	0.96256
abandon  :	0.62162	0.99403
their    :	0.14468	0.44564
scripts  :	0.40741	0.99232
and      :	0.21466	0.04975
go       :	0.08711	0.82447
where    :	0.33333	0.61521
the      :	0.08649	0.02038
moment   :	0.02913	0.96688
takes    :	0.09541	0.92826
them     :	0.02212	0.64295

1969	correct: 0	prediction: 1
entertaining:	0.71908	0.99599
enough      :	0.28668	0.86416
,           :	0.13772	1.00000
but         :	0.07212	0.35883
nothing     :	0.49402	0.90387
new         :	0.26316	0.39664

1998	correct: 0	prediction: 1
far           :	0.00526	0.87274
from          :	0.00054	0.20698
a             :	0.13990	0.06005
groundbreaking:	0.11111	0.99614
endeavor      :	0.04348	0.99784

2053	correct: 1	prediction: 0
,  :	0.13772	1.00000
and:	0.21466	0.04975
yet:	0.28522	0.90433
at :	0.03431	0.21138
the:	0.08649	0.02038
end:	0.04399	0.73952

2082	correct: 1	prediction: 0
is           :	0.04295	0.10337
rote         :	0.78571	0.99908
work         :	0.30880	0.67255
and          :	0.21466	0.04975
predictable  :	0.70874	0.99777
,            :	0.13772	1.00000
but          :	0.07212	0.35883
with         :	0.26870	0.17286
a            :	0.13990	0.06005
philosophical:	0.11864	0.98708
visual       :	0.41587	0.96290
coming       :	0.16049	0.94659
right        :	0.55844	0.75130
at           :	0.03431	0.21138
the          :	0.08649	0.02038
end          :	0.04399	0.73952
that         :	0.06844	0.16101
extravagantly:	1.00000	0.99987
redeems      :	1.00000	0.99988
it           :	0.02345	0.16996

2090	correct: 0	prediction: 1
seem        :	0.44073	0.92708
like        :	0.25589	0.63710
they        :	0.10574	0.43075
were        :	0.57276	0.35621
lifted      :	0.50000	0.99209
from        :	0.00054	0.20698
terry       :	0.11111	0.97908
gilliam     :	0.60000	0.99888
's          :	0.06778	1.00000
subconscious:	0.66667	0.99925
,           :	0.13772	1.00000
pressed     :	0.42857	0.99381
through     :	0.21231	0.68400
kafka       :	0.25000	0.99853
's          :	0.06778	1.00000
meat        :	0.58333	0.98224
grinder     :	0.42857	0.99924
and         :	0.21466	0.04975
into        :	0.02740	0.55706
buñuel      :	0.17647	1.00000
's          :	0.06778	1.00000
casings     :	0.33333	0.99964

2115	correct: 0	prediction: 1
a   :	0.13990	0.06005
text:	0.09677	0.77518
to  :	0.01244	0.05945
`   :	0.15670	1.00000
lick:	0.75000	0.99839
,   :	0.13772	1.00000

2136	correct: 1	prediction: 0
an      :	0.24268	0.23808
american:	0.30882	0.52983

2147	correct: 0	prediction: 1
the  :	0.08649	0.02038
rope :	0.00000	0.99261
snaps:	0.60000	0.99901

2157	correct: 0	prediction: 1
critical:	0.63636	0.94420

2158	correct: 1	prediction: 0
no      :	0.60580	0.42036
doubt   :	0.01538	0.96993
the     :	0.08649	0.02038
star    :	0.42128	0.87064
and     :	0.21466	0.04975
everyone:	0.00552	0.95453
else    :	0.51111	0.93471
involved:	0.09091	0.86864
had     :	0.21714	0.43443
their   :	0.14468	0.44564
hearts  :	1.00000	0.98793
in      :	0.05937	0.04876
the     :	0.08649	0.02038
right   :	0.55844	0.75130
place   :	0.20000	0.62645
.       :	0.05715	1.00000

2215	correct: 0	prediction: 1
a           :	0.13990	0.06005
film        :	0.26053	0.64063
that        :	0.06844	0.16101
's          :	0.06778	1.00000
rarely      :	0.26582	0.98117
as          :	0.02241	0.13967
entertaining:	0.71908	0.99599
as          :	0.02241	0.13967
it          :	0.02345	0.16996
could       :	0.26047	0.70672
have        :	0.14662	0.36430
been        :	0.33247	0.45723

2226	correct: 0	prediction: 1
give   :	0.22222	0.89482
each   :	0.29323	0.74658
other  :	0.14340	0.45978
the    :	0.08649	0.02038
willies:	0.71429	0.99993

2254	correct: 0	prediction: 1
combines    :	0.81818	0.99426
improbable  :	0.54839	0.99869
melodrama   :	0.04965	0.99876
(           :	0.04283	1.00000
gored       :	0.25000	0.99990
bullfighters:	0.50000	0.99990
,           :	0.13772	1.00000
comatose    :	0.00000	0.99944
ballerinas  :	0.20000	0.99959
)           :	0.02629	1.00000
with        :	0.26870	0.17286
subtly      :	0.93750	0.99888
kinky       :	0.84615	0.99950
bedside     :	0.66667	0.99933
vigils      :	0.66667	0.99979
and         :	0.21466	0.04975
sensational :	0.65714	0.99847
denouements :	0.66667	1.00000
,           :	0.13772	1.00000
and         :	0.21466	0.04975
yet         :	0.28522	0.90433
at          :	0.03431	0.21138
the         :	0.08649	0.02038
end         :	0.04399	0.73952

2256	correct: 1	prediction: 0
well-meant:	0.50000	1.00000

2262	correct: 0	prediction: 1
talkiness:	0.50000	1.00000

2315	correct: 0	prediction: 1
--  :	0.02941	1.00000
and :	0.21466	0.04975
long:	0.30958	0.74305
--  :	0.02941	1.00000
for :	0.03808	0.13691
its :	0.08053	0.46063
own :	0.02623	0.77800
good:	0.48546	0.75640

2330	correct: 0	prediction: 1
the     :	0.08649	0.02038
imagined:	0.55556	0.99709
glory   :	0.20000	0.98846
of      :	0.13062	0.03843
their   :	0.14468	0.44564
own     :	0.02623	0.77800
pasts   :	0.60000	0.99975

2347	correct: 1	prediction: 0
of        :	0.13062	0.03843
menacing  :	0.11111	0.99934
atmosphere:	0.19149	0.98467

2429	correct: 1	prediction: 0
leave        :	0.05263	0.93019
it           :	0.02345	0.16996
to           :	0.01244	0.05945
john         :	0.07273	0.69160
sayles       :	0.66667	0.99963
to           :	0.01244	0.05945
take         :	0.20245	0.81659
on           :	0.03257	0.13714
developers   :	1.00000	0.98857
,            :	0.13772	1.00000
the          :	0.08649	0.02038
chamber      :	0.25000	0.96767
of           :	0.13062	0.03843
commerce     :	1.00000	0.97747
,            :	0.13772	1.00000
tourism      :	1.00000	0.97623
,            :	0.13772	1.00000
historical   :	0.15200	0.90379
pageants     :	1.00000	0.99805
,            :	0.13772	1.00000
and          :	0.21466	0.04975
commercialism:	0.20000	0.99978
all          :	0.01308	0.44081
in           :	0.05937	0.04876
the          :	0.08649	0.02038
same         :	0.33051	0.70228
movie        :	0.06203	0.91379
...          :	0.03982	1.00000
without      :	0.25437	0.80729
neglecting   :	0.60000	0.99922
character    :	0.11156	0.87430
development  :	0.22449	0.83089
for          :	0.03808	0.13691
even         :	0.06953	0.74062
one          :	0.14229	0.02457
minute       :	1.00000	0.96263

2434	correct: 1	prediction: 0
goes   :	0.24752	0.93854
by     :	0.07191	0.15848
quickly:	0.66667	0.94818

2441	correct: 1	prediction: 0
you    :	0.12113	0.42225
've    :	0.11515	1.00000
seen   :	0.01796	0.87456
a      :	0.13990	0.06005
movie  :	0.06203	0.91379
instead:	0.60000	0.88279
of     :	0.13062	0.03843
an     :	0.24268	0.23808
endless:	0.42857	0.99482
trailer:	0.00000	0.99130

2469	correct: 0	prediction: 1
too   :	0.72031	0.84018
